OBJECTID,7,7_30,8,9,8_30,9_30,10,10_30,11_30,11,12,12_30,13,13_30,14,14_30,15,15_30,16,16_30
4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,5.2,4.6,4.2,6,5.1,4.5,5.2,4.7,4.5,5,4.4,4.2,4.4,4.3,4.1,3.2,2.7,2,1.7,1.4
4272,55.7,50,44.9,64.7,54.8,48.3,56.1,50.5,48.8,53.9,47,44.9,47.5,46.2,44.4,34.9,29.3,21.6,18.6,15.5
4273,81.8,73.5,65.9,95.1,80.5,71,82.4,74.2,71.6,79.3,69.1,65.9,69.7,67.8,65.3,51.4,43.1,31.7,27.3,22.8
4274,326.5,293.6,263.2,379.7,321.5,283.5,329.1,296.1,286,316.4,275.9,263.2,278.4,270.8,260.7,205,172.1,126.6,108.8,91.1
4275,340.7,306.4,274.7,396.2,335.5,295.8,343.4,309,298.5,330.2,287.9,274.7,290.6,282.6,272.1,214,179.6,132.1,113.6,95.1
4276,136.8,123,110.3,159.1,134.7,118.8,137.9,124.1,119.8,132.6,115.6,110.3,116.7,113.5,109.2,85.9,72.1,53,45.6,38.2
4277,368.6,331.4,297.2,428.6,362.9,320,371.4,334.3,322.9,357.2,311.4,297.2,314.3,305.7,294.3,231.4,194.3,142.9,122.9,102.9
4278,440.3,395.9,354.9,511.9,433.4,382.3,443.7,399.3,385.7,426.6,372,354.9,375.4,365.2,351.5,276.4,232.1,170.6,146.8,122.9
4279,9.4,8.4,7.5,10.9,9.2,8.1,9.4,8.5,8.2,9.1,7.9,7.5,8,7.8,7.5,5.9,4.9,3.6,3.1,2.6
4280,19.2,17.3,15.5,22.3,18.9,16.7,19.4,17.4,16.8,18.6,16.2,15.5,16.4,15.9,15.3,12.1,10.1,7.4,6.4,5.4
4281,108.3,97.4,87.3,125.9,106.6,94,109.1,98.2,94.8,104.9,91.5,87.3,92.3,89.8,86.4,68,57.1,42,36.1,30.2
4282,254.1,228.5,204.9,295.5,250.2,220.6,256.1,230.5,222.6,246.2,214.7,204.9,216.7,210.8,202.9,159.6,133.9,98.5,84.7,70.9
4283,258,232,208,300,254,224,260,234,226,250,218,208,220,214,206,162,136,100,86,72
4335,108.7,122.8,80.5,112.7,126.8,98.6,66.4,112.7,70.4,88.6,78.5,56.4,62.4,74.5,62.4,62.4,50.3,66.4,40.3,42.3
4336,54,61,40,56,63,49,33,56,35,44,39,28,31,37,31,31,25,33,20,21
4337,54,61,40,56,63,49,33,56,35,44,39,28,31,37,31,31,25,33,20,21
4338,108,122,80,112,126,98,66,112,70,88,78,56,62,74,62,62,50,66,40,42
4339,105.4,119,78,109.3,122.9,95.6,64.4,109.3,68.3,85.9,76.1,54.6,60.5,72.2,60.5,60.5,48.8,64.4,39,41
4340,99.4,112.2,73.6,103,115.9,90.2,60.7,103,64.4,81,71.8,51.5,57,68.1,57,57,46,60.7,36.8,38.6
4341,108,122,80,112,126,98,66,112,70,88,78,56,62,74,62,62,50,66,40,42
4342,148.9,167,110.6,155.1,172.8,134.9,93,153.7,97.7,122.1,108.2,78.7,86.9,102.8,86.6,85.8,69.3,89.8,55,57.3
4343,149.7,167.9,111.2,155.8,173.7,135.6,93.5,154.5,98.2,122.7,108.7,79.1,87.3,103.3,87.1,86.2,69.6,90.3,55.2,57.6
4344,147.1,152.8,112.7,159.8,161,131.2,112.8,145,108.5,128.8,113.3,92.9,100.5,109.1,97.4,87.5,71.8,76.9,52.3,50.8
4345,204,213.2,156,220.9,224.4,182.2,154.3,201.8,149.2,177.7,156.5,127.3,137.9,150.6,133.9,121.1,99.2,108,72.8,71.1
4346,182.4,169,145.7,209.5,183.5,159.2,175.4,168.2,155,173.5,151.6,141,149.7,148.3,140.9,113.4,94.8,75.5,61.6,53.3
4347,314.7,307.6,253.5,359.6,328,274.6,284.9,295.2,256.5,294.7,257.6,231,247.3,248.8,238.2,193.3,164.5,143.3,111.2,99.1
4348,319.8,320.6,258.4,364.4,339,279.1,280.4,302.6,255.1,297,259.7,228.4,245.7,249.2,239.2,195.3,167.4,152.2,115.4,104.4
4349,234.7,242.2,187.6,263.5,254.3,206.1,193.6,226.1,180.2,213.2,186.8,158.8,171.7,178.5,168.6,141.7,120.8,118.5,85.8,79.9
4350,186.1,185.4,151.3,213.3,196.3,162,166.1,175.1,150.1,174.2,152.2,135.1,145.2,146.1,141.3,114.1,98.2,87.2,67.2,60.1
4379,172.3,194.6,127.6,178.7,201,156.3,105.3,178.7,111.7,140.4,124.4,89.3,98.9,118.1,98.9,98.9,79.8,105.3,63.8,67
4380,108,122,80,112,126,98,66,112,70,88,78,56,62,74,62,62,50,66,40,42
4381,77.8,87.9,57.7,80.7,90.8,70.6,47.6,80.7,50.5,63.4,56.2,40.4,44.7,53.3,44.7,44.7,36,47.6,28.8,30.3
4382,90.2,101.9,66.8,93.5,105.2,81.8,55.1,93.5,58.4,73.5,65.1,46.8,51.8,61.8,51.8,51.8,41.7,55.1,33.4,35.1
4383,42.2,47.7,31.3,43.8,49.3,38.3,25.8,43.8,27.4,34.4,30.5,21.9,24.2,28.9,24.2,24.2,19.6,25.8,15.6,16.4
4384,87.8,99.2,65,91,102.4,79.7,53.6,91,56.9,71.5,63.4,45.5,50.4,60.1,50.4,50.4,40.6,53.6,32.5,34.1
4385,107.2,121.1,79.4,111.2,125.1,97.3,65.5,111.2,69.5,87.4,77.4,55.6,61.6,73.5,61.6,61.6,49.6,65.5,39.7,41.7
4386,108,122,80,112,126,98,66,112,70,88,78,56,62,74,62,62,50,66,40,42
4387,164.7,182.6,123,172.7,189.4,148.9,106.6,168.9,110.2,136.5,120.8,89.7,98.7,115,97.9,95.4,77.2,97.3,60.4,62.4
4388,307.2,318.5,235.6,334.1,335.8,273.9,236.8,302.4,227.3,269.4,237,194.9,210.8,228.3,204.1,183,150.2,160,109.2,105.9
4389,94.7,99.5,72.3,102.3,104.6,84.7,70.8,94,68.8,82.2,72.4,58.5,63.5,69.6,61.7,56.1,46,50.6,33.9,33.3
4390,11.8,12.3,9,12.7,13,10.5,8.8,11.7,8.5,10.2,9,7.3,7.9,8.6,7.7,7,5.7,6.3,4.2,4.1
4391,274.2,269.3,214.6,306.4,287.9,241.9,237.1,261.5,217.6,250.4,219.5,192.6,206.2,213.1,196.7,166.8,138.2,128.4,95.1,87.4
4392,313,305.7,245.5,350.8,327.4,275.9,273.7,297.6,250.2,287.1,251.6,222.1,237.6,244.5,226.3,190.9,158.3,144.9,108.2,98.9
4393,226.6,228.7,175.7,250,242.8,201,185.5,219.6,173.9,203,178.3,151.6,163.2,172.4,156.8,136.5,112.6,112,79.6,75.1
4394,183,177,144,206,190,161,163,173,148,169,148,132,141,144,134,112,93,83,63,57
4395,183.4,178,144.9,206.9,190.7,161.1,163.4,173.2,148.2,169.6,148.5,132.4,141.5,144.2,134.9,112.2,93.6,83.5,63.5,57.4
4397,314.1,304.4,258.9,365.8,324.3,271.6,296.6,290,262.5,300.7,262.1,239.9,256.7,252.3,248.5,194.8,169,138.5,112.4,97.4
4424,188.5,191.7,156.9,218.9,201,162.8,168.5,176.7,151.7,178.2,155.4,137.5,148.4,147.7,146.9,115.7,102.2,90.4,70.4,62.5
4425,5.2,7.4,5.2,2.9,0.7,2.9,2.9,2.2,6.6,2.9,8.1,3.7,5.2,7.4,4.4,1.5,5.2,0.7,2.2,2.9
4426,6.8,9.6,6.8,3.9,1,3.9,3.9,2.9,8.7,3.9,10.6,4.8,6.8,9.6,5.8,1.9,6.8,1,2.9,3.9
4427,7,10,7,4,1,4,4,3,9,4,11,5,7,10,6,2,7,1,3,4
4431,151.1,135.8,121.3,172.9,146.5,128.6,150.8,137,131.5,146.3,127.1,121.1,129.3,126.8,122.1,96.8,82.1,60.8,52.4,44.7
4432,51.4,45.9,36.7,33.1,29.4,18.4,38.6,47.8,36.7,49.6,38.6,34.9,49.6,58.8,57,53.3,53.3,44.1,38.6,40.4
4602,1142.6,1134,847.6,1000.8,999.2,942.8,904.3,971,909.4,928.9,885.2,867.5,729.5,985.6,933.6,855.6,649.9,697.8,470.8,481.4
4603,895.3,923.4,667.8,825,859,763.3,669.6,808.3,682.1,733.5,687.1,623.4,559.7,735.4,677.1,628.6,479.7,543.8,355.8,366.4
4604,159.3,179.9,118,165.1,185.8,144.5,97.3,165.1,103.2,129.8,115,82.6,91.4,109.1,91.4,91.4,73.7,97.3,59,61.9
4605,113.9,127.6,84.2,116.9,130.6,102.6,70.7,116.7,74.6,92.6,82.4,60.7,65.7,79,66.9,66.6,53.6,69.7,42.6,44.6
4606,54,61,40,56,63,49,33,56,35,44,39,28,31,37,31,31,25,33,20,21
4607,113.7,128.4,84.2,117.9,132.6,103.1,69.5,117.9,73.7,92.6,82.1,58.9,65.2,77.9,65.2,65.2,52.6,69.5,42.1,44.2
4615,1071.1,1038,807.5,908.3,889.4,880.5,902.7,875.7,902.3,887.3,861.5,872.6,709.9,982.5,943.1,842.1,619.9,644.1,440.9,449
4616,631.2,632,476.1,559,567.5,531.4,506.1,543.7,510.7,523.7,500.7,479.2,409.3,553.7,520.7,470.7,349.4,379.4,253.4,259.6
4617,153.5,166.1,114.5,150.6,163.9,135.6,104.6,149.2,108.6,125.9,114.9,93.2,92.3,116,102.3,97.8,76.2,93.2,58.6,61
4618,54,61,40,56,63,49,33,56,35,44,39,28,31,37,31,31,25,33,20,21
4619,54,61,40,56,63,49,33,56,35,44,39,28,31,37,31,31,25,33,20,21
4620,119.2,134.6,88.3,123.6,139,108.1,72.8,123.6,77.2,97.1,86.1,61.8,68.4,81.6,68.4,68.4,55.2,72.8,44.1,46.3
4623,252.3,226.9,203.4,293.4,248.4,219.1,254.3,228.9,221,244.5,213.2,203.4,215.2,209.3,201.5,158.4,133,97.8,84.1,70.4
4624,121.5,109.3,98,141.3,119.6,105.5,122.5,110.2,106.4,117.8,102.7,98,103.6,100.8,97,76.3,64.1,47.1,40.5,33.9
4658,289.1,258.3,222.6,320.9,272.9,242.5,278.8,250.7,242.3,267.9,235,225.3,242.9,235.5,229,182.3,151.5,119.8,102.4,84.2
4659,190.2,171.6,152.3,217,185,164.2,189.3,170.9,165.7,182.2,159.8,153,160,158.5,152.7,121.1,100.7,76.3,64.5,54.7
4660,2,1.8,1.6,2.3,1.9,1.7,2,1.8,1.7,1.9,1.7,1.6,1.7,1.6,1.6,1.2,1,0.8,0.7,0.6
4661,18.8,16.9,15.1,21.8,18.5,16.3,18.9,17,16.4,18.2,15.8,15.1,16,15.6,15,11.8,9.9,7.3,6.3,5.2
4662,23.6,21.2,19,27.5,23.3,20.5,23.8,21.4,20.7,22.9,20,19,20.1,19.6,18.9,14.8,12.5,9.2,7.9,6.6
4663,47,42.3,37.9,54.7,46.3,40.8,47.4,42.6,41.2,45.5,39.7,37.9,40.1,39,37.5,29.5,24.8,18.2,15.7,13.1
4664,24.8,22.3,20,28.8,24.4,21.5,25,22.5,21.7,24,21,20,21.2,20.6,19.8,15.6,13.1,9.6,8.3,6.9
4665,43.8,39.5,35.2,50.4,42.8,37.9,43.8,39.6,38.3,42.2,36.9,35.3,37,36.5,35.1,27.8,23.2,17.3,14.7,12.5
4666,263.8,239.1,211.4,298.4,255.7,227.9,261.6,236.9,230.3,252,222,213,220,221.3,212.9,169.9,140.3,107.8,89.9,77.3
4667,387,348,312,450,381,336,390,351,339,375,327,312,330,321,309,243,204,150,129,108
4668,387,348,312,450,381,336,390,351,339,375,327,312,330,321,309,243,204,150,129,108
4669,458.6,412.4,369.7,533.2,451.5,398.1,462.1,415.9,401.7,444.4,387.5,369.7,391,380.4,366.2,287.9,241.7,177.7,152.9,128
4670,175.9,158.2,141.8,204.5,173.2,152.7,177.3,159.5,154.1,170.5,148.6,141.8,150,145.9,140.5,110.5,92.7,68.2,58.6,49.1
4671,516.4,464.4,416.3,600.3,508.3,448.3,520.3,468.3,452.3,500.3,436.3,416.3,440.3,428.4,412.4,324.3,272.2,200.2,172.2,144.2
4672,1027.7,932.9,822.5,1155.8,992.9,887,1015.8,921,896.8,978.9,864.1,830,853.1,864.3,831.5,665.3,547.8,424.6,352,304
4673,548.9,505,434.7,587.4,515.9,469.7,527.4,483.5,476.4,509.9,458.3,444.5,437.9,470.7,452.5,370.6,297.2,246.9,195.2,175.5
4771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4792,2.2,2.4,1.6,2.2,2.5,2,1.3,2.2,1.4,1.8,1.6,1.1,1.2,1.5,1.2,1.2,1,1.3,0.8,0.8
4793,10.9,12.4,8.1,11.3,12.8,9.9,6.7,11.3,7.1,8.9,7.9,5.7,6.3,7.5,6.3,6.3,5.1,6.7,4.1,4.3
4794,82.3,93,61,85.4,96.1,74.7,50.3,85.4,53.4,67.1,59.5,42.7,47.3,56.4,47.3,47.3,38.1,50.3,30.5,32
4822,97,108.3,72.2,101.2,112.2,87.8,61.3,99.9,64,79.8,70.7,51.8,57.1,67.2,56.8,55.9,45.2,58.1,35.7,37.1
4823,45.9,51.4,34.1,47.8,53.2,41.6,28.8,47.4,30.2,37.7,33.4,24.3,26.9,31.7,26.8,26.4,21.4,27.6,16.9,17.7
4824,228.7,223.4,179.3,256.2,239.2,201.6,199.9,217.4,182.8,209.7,183.8,162.2,173.5,178.6,165.3,139.4,115.6,105.9,79.1,72.3
4825,323.3,314.6,253.8,362.9,337.2,284.7,284.7,306.7,259.6,297.3,260.4,230.8,246.8,253.2,234.9,197.4,163.8,148.5,111.6,101.6
4826,144.2,154,109.4,154.4,161.2,129.3,103.5,144.5,102.3,123.5,108.9,86,93.6,104.4,91.5,84.9,69.3,79.4,52,51.8
4827,125.8,123.2,98.5,140.8,131.8,110.9,109.4,119.8,100.2,115.1,100.9,88.8,95.1,98,90.6,76.6,63.5,58.5,43.6,39.9
4828,180,163.9,144.6,208.3,178.8,156.6,178,164.4,155.7,173.1,151.1,142.7,151.1,148.1,141.8,112.6,94.3,71.7,60.3,51.2
4829,419.1,384.3,335.8,483.3,418.5,365.1,409.6,384.3,359.8,401.2,350.2,328.6,348.4,343,327.4,261.4,218.9,169.6,140.9,120.5
4830,270.7,246.3,217.4,313.1,268.8,235.5,267.7,247.1,234.2,260.3,227.2,214.6,227.3,222.7,213.3,169.3,141.9,107.7,90.7,76.9
4831,303.1,283,241.4,346.8,306.7,265,287.6,280.8,255.3,286.8,250.6,231.4,245.9,244.9,231.9,187.9,156.9,127.6,102.7,89.6
4832,299.5,278.8,238.7,343,302.4,261.6,285.3,277,252.9,283.8,247.9,229.5,243.8,242.4,229.8,185.8,155.2,125.3,101.4,88.1
4833,472.3,444.4,375.2,538.5,480.5,413.4,442.1,439.5,394.3,444.5,388.6,356.2,379,379.5,358,292,243.5,202.1,160.6,141.2
4834,366,354,288,412,380,322,326,346,296,338,296,264,282,288,268,224,186,166,126,114
4835,310.5,291.3,246.9,354.4,315.3,271.6,292.1,288.4,260,292.8,255.9,235.2,250.1,250,236.1,192.1,160.3,132.1,105.4,92.4
4836,183,177,144,206,190,161,163,173,148,169,148,132,141,144,134,112,93,83,63,57
4837,357.1,345.7,281,401.9,371,314.3,317.7,337.8,288.6,329.6,288.7,257.3,274.9,280.9,261.3,218.5,181.4,162.2,123,111.4
4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4846,122.4,114,96.5,115.9,105.3,98.4,99.5,115.1,111.3,107.5,98.8,111,113.1,122.4,105.9,90.3,68.3,62.8,56.9,46.5
4847,21.9,20.1,17.2,21.3,18.9,16.9,18.8,20.3,19.2,20,17.7,18.7,19.9,21.2,19.1,16.2,13.2,11.3,10.1,8.7
4848,10.1,11,7,10.1,10.7,8.5,5.9,10,6.1,7.6,6.6,5.3,5.4,6.4,5.6,6,5.3,6.6,4.2,4.3
4849,256.1,230.3,206.4,297.7,252.1,222.3,258,232.2,224.3,248.1,216.4,206.4,218.3,212.4,204.5,160.8,135,99.2,85.4,71.5
4850,7.6,6.9,6.2,8.9,7.5,6.6,7.7,6.9,6.7,7.4,6.4,6.2,6.5,6.3,6.1,4.8,4,3,2.5,2.1
4851,28.6,26,22.9,32,27.6,24.7,28.2,25.6,25,27.2,24.1,23.1,23.7,24.1,23.2,18.6,15.3,12,9.9,8.6
4852,13.4,12,10.8,15.6,13.2,11.6,13.5,12.1,11.7,13,11.3,10.8,11.4,11.1,10.7,8.4,7.1,5.2,4.5,3.7
4853,285.1,257,229.5,327.5,278.4,246.4,283.6,259.2,250.4,274.5,240.2,231.8,244.5,239.7,228.9,181.1,150.8,112.8,97.5,81.4
4854,387,348,312,450,381,336,390,351,339,375,327,312,330,321,309,243,204,150,129,108
4855,258,232,208,300,254,224,260,234,226,250,218,208,220,214,206,162,136,100,86,72
4856,803.2,724.3,646.1,924.8,786.3,696.1,804.8,725.9,702.8,774.3,677.7,647.9,679.5,669,643.9,509,424.8,317.5,269.9,228.2
4857,1286.5,1174.7,1024.8,1415.9,1228,1106.1,1255.9,1144.2,1119.9,1212,1078.3,1040.2,1049.6,1091.2,1049.5,848.5,690.5,552.3,448.1,394
4858,1355,1250.3,1070.4,1433.5,1265.7,1157.2,1293.5,1188.8,1174.5,1251.7,1129.4,1097.8,1071.3,1166.8,1121.6,923.1,736.2,620.5,485.9,440.3
4859,783,732,612,786,711,663,726,675,675,705,648,636,594,687,660,555,432,387,291,273
4860,522,488,408,524,474,442,484,450,450,470,432,424,396,458,440,370,288,258,194,182
4879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880,295.8,266.6,238.1,339.9,288.9,255.7,294.4,268.9,259.8,284.9,249.2,240.4,253.6,248.5,237.4,187.8,156.4,117,101,84.4
4881,104.9,95,84.3,117.9,101,90,102,95.8,92.6,99.9,87.9,86.6,90.8,90.2,85,67.9,55.8,43,37.4,31.1
4882,73.5,67.8,61.4,86.3,72.3,64.9,74.3,66.9,65.3,70.6,62.6,60.6,63.9,62.8,59.8,47.6,39.6,30,26,21.1
4883,219,197.3,177,255.1,215.8,190.5,221,198.7,192,212.2,185.2,176.7,186.9,181.8,175,137.7,115.6,85,73.2,61.1
4884,258,232,208,300,254,224,260,234,226,250,218,208,220,214,206,162,136,100,86,72
4885,387,348,312,450,381,336,390,351,339,375,327,312,330,321,309,243,204,150,129,108
4886,466.9,419.9,376.4,542.9,459.7,405.4,470.5,423.5,409,452.4,394.5,376.4,398.2,387.3,372.8,293.2,246.1,181,155.6,130.3
4896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4898,0.9,0.8,0.7,1,0.9,0.8,0.9,0.8,0.8,0.9,0.8,0.7,0.8,0.7,0.7,0.6,0.5,0.3,0.3,0.2
4901,410.7,370,330.8,473.2,401.9,355.4,409.9,373.2,360.5,396.1,346.3,333.3,351.7,344.2,329.3,260.1,217,161.7,139.6,116.6
4902,20.9,19.5,16.5,19.5,17.8,16.8,16.7,19.7,19.1,18.2,16.8,19.2,19.4,21.1,18.1,15.5,11.6,10.9,9.9,8
4903,10.1,9.9,9.3,12.9,10.3,9.6,11,9.2,9.2,9.8,8.9,8.5,9,8.8,8.5,6.7,5.7,4.3,3.8,2.8
4904,56.9,52.3,47.6,67.8,56.6,50.5,58.5,51.6,50.4,55.1,48.6,46.4,49.1,47.7,46,36.3,30.5,22.6,19.5,15.9
4905,258,232,208,300,254,224,260,234,226,250,218,208,220,214,206,162,136,100,86,72
4906,516,464,416,600,508,448,520,468,452,500,436,416,440,428,412,324,272,200,172,144
4907,395.6,355.8,319,460,389.5,343.5,398.7,358.8,346.6,383.4,334.3,319,337.4,328.2,315.9,248.4,208.5,153.3,131.9,110.4
4908,388,348.9,312.8,451.2,382,336.9,391,351.9,339.9,376,327.9,312.8,330.9,321.8,309.8,243.6,204.5,150.4,129.3,108.3
4953,2.3,2.6,1.7,2.4,2.6,2.1,1.4,2.4,1.5,1.8,1.6,1.2,1.3,1.6,1.3,1.3,1,1.4,0.8,0.9
4954,6.6,7.5,4.9,6.9,7.7,6,4.1,6.9,4.3,5.4,4.8,3.4,3.8,4.5,3.8,3.8,3.1,4.1,2.5,2.6
4955,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
4956,13.6,15.4,10.1,14.1,15.9,12.3,8.3,14.1,8.8,11.1,9.8,7.1,7.8,9.3,7.8,7.8,6.3,8.3,5,5.3
4957,79.6,90,59,82.6,92.9,72.3,48.7,82.6,51.6,64.9,57.5,41.3,45.7,54.6,45.7,45.7,36.9,48.7,29.5,31
4958,457.3,516.5,338.7,474.2,533.5,414.9,279.4,474.2,296.4,372.6,330.2,237.1,262.5,313.3,262.5,262.5,211.7,279.4,169.4,177.8
